"[  1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1  17  16
   8   9   9  11   8   2   8  10  16  13   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1]"
"[  1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1  18  19
  26  29  29  70  82  83  87  74  33   7  21  21  26  23  23  23  32  36
  36 104 108 109 114 102  42  10  26  26  32  31  27  28  39  43  42 114
 139 135 123 116  50  12  32  33  39  37  21  21  29  32  32  96  96  90
  89 103  41   9  24  23  30  29  20  20  28  32  32 113  80  78  78  85
  41   8  25  24  31  28   2   2   3   2   3   4   4   4   4   6   2   1
   2   2   2   2   3   3   3   3   4   4   5   4   5   6   3   1   6   7
  10   9   7   9  10  12  12  10   8   8   9  11   7   2  11  16  18  19
   6  10   9  11  10   9  10  11  11  12   6   1   7   9  12  12   3   6
   5   6   6   5   6   5   5   6   4   1   5   9  10   9   7  10  14  11
  15  13  13  15  20  21  13   2  10  14  15  18   4   6   7   8   7   9
  10  11  10  11  10   1  12  16  14  13   6   8  11  10  13  13  14  15
  17  21  15   2  10  13  13  14   6   8  19  13  20  11  10  11  12  16
  13   2   8  10  11  12  11  16  18  20  26  15  15  15  18  22  17   3
  15  17  18  17   7   6  11   9  11   8   8   8   8   9   6   1   9  10
  13  11  12   8  17  17  17  18  16  15  15  19  13   2  12  13  15  14
  10   6  13  14  16  11  11  11  11  13   9   2  10  12  13  12  14   9
  16  15  17  17  17  16  17  22  17   3  12  18  22  19  11   8  14  15
  19  14  14  12  13  17  12   2   9  13  17  16   8  17  14  21  18  15
  17  18  16  20  14   3  13  15  16  19   4   7   6   9   8   8   9   8
   7  10   7   1   6   7   9  10   7  14  12  18  16  15  15  17  15  20
  15   3  15  13  20  18   6  11  11  16  13  14  14  16  13  19  13   2
  14  12  18  16   6  10  11  14  12  13  13  14  13  18  14   2  13  13
  16  16   7  10  15  15  11  13  13  12  14  18  13   2  13  13  14  14
   9  11  16  11   9  10   9   9  11  14   9   2  10  10  11  10   6   8
  11  10   9  11  10   9  10  13   9   2  10  11  16  14   9  11  16  15
  12  14  12  12  14  17  11   2  12  13  18  16   5   7  10   9   7   9
   8   7   9  11   7   1   8   9  16  14   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1]"
"[  1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1  19  18
  26  28  30  71  82  83  87  75  33   7  21  20  24  25  23  23  33  36
  35 105 107 108 115 100  42  10  26  25  32  31  28  28  39  43  42 115
 139 136 123 117  49  12  32  31  38  37  21  21  29  33  32  95  96  90
  88 104  41   9  25  22  30  29  21  20  29  31  33 112  79  78  79  85
  41   8  24  22  29  28   2   3   2   2   4   4   4   4   4   6   2   1
   2   2   2   2   2   3   4   4   4   5   5   4   5   6   4   1   5   7
  10   9   7   9  10  12  12  10   8   8   9  11   7   2  11  16  18  19
   6  10   8  11  10   9  10  11  11  12   6   2   7   9  12  12   3   6
   5   6   6   5   5   5   5   6   4   1   5   8  10   9   7  10  14  11
  15  12  12  15  20  21  13   3  10  14  15  17   4   5   7   7   8   8
   9  10  10  11  10   2  11  17  15  13   6   8  13  10  13  14  15  16
  17  21  15   2  10  13  13  14   6   8  19  13  20  11  10  10  12  16
  12   2   9  11  11  12  11  16  18  20  26  15  15  15  18  22  17   3
  15  17  18  18   8   6  10   9  11   7   9   8   7   9   6   1  10  10
  13  11  13   8  17  17  16  15  16  15  15  19  13   2  12  13  15  14
  10   7  13  14  16  11  12  10  10  13   8   2  10  12  13  12  14   9
  16  15  17  17  17  16  17  22  17   3  12  18  21  19  11   8  14  15
  19  14  14  14  13  17  12   2  10  13  17  16   8  16  13  21  18  15
  17  17  15  20  15   3  13  15  18  17   3   7   6   9   8   7   8   8
   8  10   7   1   6   7   9  10   8  14  12  18  16  15  15  17  14  20
  15   2  15  13  20  18   6  10  11  16  13  14  14  16  14  19  13   2
  13  12  18  16   7  10  11  15  12  13  13  14  13  18  14   2  13  12
  16  16   8  11  15  15  11  13  12  12  14  18  13   2  13  13  14  14
   9  11  16  11   9  10  10   9  11  14   9   2  10  10  11  10   7   8
  11  10   9  11   9   9  10  13   9   2  10  11  17  15   9  11  16  15
  12  14  12  12  14  17  11   2  11  13  18  16   6   7  10   9   7   9
   8   8   9  11   7   1   8   9  16  14   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1]"
"[  1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1  18  17
  26  28  30  71  82  83  88  75  33   7  20  20  23  25  23  23  33  34
  37 105 109 110 115 102  42  10  26  25  32  31  27  27  39  43  42 115
 140 136 123 118  49  12  32  31  38  38  20  20  31  32  32  96  97  91
  90 104  41   9  24  22  29  28  20  20  29  31  33 111  80  78  80  86
  41   9  24  22  30  28   1   2   3   2   2   4   4   4   4   6   2   1
   2   2   2   2   2   3   3   3   3   5   4   4   5   6   4   1   6   7
  10   9   7   9  10  12  12  10   8   8   9  11   7   2  11  16  18  20
   6  10   8  11  12   9  10  11  11  12   6   1   7   9  12  12   3   6
   5   6   6   5   5   5   5   6   4   1   6   9  10   9   7  10  14  11
  15  13  14  15  20  21  12   2  10  14  15  17   4   5   7   6   8   9
   8   9  10  11   8   2   8  16  14  12   6   8  11  10  13  14  15  15
  17  21  14   2  10  13  13  14   6   8  19  13  20  12  11  11  12  16
  12   2   8  11  11  12  11  16  18  20  26  15  15  15  18  22  16   3
  14  17  18  17   7   5  10   9  11   8   8   8   8   9   7   1   9  10
  13  11  12   8  17  17  16  14  16  15  14  19  13   2  12  13  15  14
   9   6  13  13  16  11  11  10  10  13   8   2   9  12  13  12  14   9
  16  15  17  17  17  16  17  22  17   3  14  18  21  19  11   8  14  15
  19  14  14  12  13  17  11   2   9  13  17  16   8  16  13  21  18  15
  17  18  15  20  14   3  13  15  16  17   3   7   6   9   8   8   8   8
   8  10   7   1   6   7   9  10   7  14  12  18  16  15  15  17  14  20
  15   2  15  13  20  18   6  10  11  16  13  14  14  16  13  19  13   2
  13  12  18  16   6  10  11  14  12  13  13  14  13  18  14   2  12  12
  16  16   8  10  14  14  11  13  12  12  14  18  13   2  12  13  14  15
   9  11  16  12   9  10   9   9  11  14   9   2   9  10  11  10   6   8
  11  10   9  11   9   8  10  13   9   2  11  11  16  15   9  11  16  14
  12  14  13  13  14  17  11   2  11  13  19  17   5   7  10   9   7   9
   8   7  10  11   7   1   8   9  16  13   1   1   1   1   1   1   1   2
   1   1   1   1   1   1   1   1]"
"[  1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1  19  18
  26  28  30  71  84  83  88  75  32   8  21  21  24  25  23  23  32  35
  36 105 108 110 114 102  41  10  25  25  33  30  28  27  40  42  42 114
 140 136 125 118  50  12  31  31  38  37  21  21  29  32  32  96  97  91
  89 103  41   9  23  23  29  28  21  19  28  31  33 112  80  78  79  86
  42   8  24  22  31  28   2   2   2   2   2   4   3   5   4   6   3   1
   2   2   2   3   2   3   4   4   4   5   4   5   5   6   3   1   5   7
  10   9   7   9  10  12  12  10   8   8   9  11   7   2  11  16  18  18
   6  10   9  11  10   9  10  11  11  12   6   1   7   9  12  12   3   6
   5   6   6   5   7   5   7   6   4   1   5   8  10   9   7  10  14  11
  15  13  14  15  20  21  13   2   9  14  15  17   4   5   7   6   7   7
  10   9  12  11   9   2  10  17  14  13   6   8  11  10  13  13  14  15
  17  21  13   2   9  12  14  14   6   8  19  13  20  11  11  11  12  16
  12   2   8  10  11  12  11  16  18  20  26  15  14  14  18  22  16   3
  14  17  18  18   8   6  10   9  11   7   8   8   7   9   6   2   9  10
  13  10  13   8  17  17  16  15  16  15  14  19  13   2  13  13  15  14
   9   6  13  13  16  11  11   9  10  13   8   2  10  12  13  12  13   9
  16  15  17  17  17  15  17  22  16   3  13  18  21  19  11   8  14  15
  19  14  14  12  13  17  12   2   9  13  17  16   8  16  13  21  18  15
  17  17  15  20  14   3  13  15  16  17   3   7   6   9   8   8   8   8
   7  10   7   1   6   7  11  10   7  14  12  18  17  15  15  17  14  20
  15   2  16  13  20  18   6  10  11  16  13  14  14  16  13  19  13   2
  13  12  18  16   6  10  11  14  12  13  14  14  13  18  14   2  12  12
  16  16   8  10  14  15  12  14  12  12  14  18  13   2  13  13  14  14
   9  11  16  12   9  10   9   9  11  14   9   2   9  10  11  10   6   8
  12  10   9  11   9   9  10  13   9   2   9  11  16  16   9  11  16  14
  12  14  13  12  14  17  12   2  11  13  18  16   6   7  11   9   7   9
   8   8   9  11   7   1   8   9  15  14   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1]"
"[  1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1  19  18
  26  28  30  70  81  83  87  74  33   8  21  21  25  25  23  23  33  36
  37 105 106 109 114 102  42  10  26  26  31  31  28  27  40  43  43 114
 139 135 123 117  49  12  32  31  39  38  21  21  30  32  33  95  96  90
  90 104  40   9  24  24  30  29  21  20  29  31  33 112  79  78  79  85
  41   8  24  23  31  28   1   2   2   4   4   4   5   4   4   6   2   1
   2   2   2   2   3   3   4   4   3   5   5   6   5   6   4   1   6   7
  11   9   7   9  10  12  12  10   8   8   9  11   7   2  10  16  18  19
   7  10   8  11  10  11  10  11  11  12   6   1   7   9  12  12   3   6
   5   6   6   5   5   5   5   6   4   1   5   8  10  10   7  10  14  11
  15  14  15  15  20  21  13   2   9  14  15  17   4   5   7   7   8   9
   9  10  10  11  10   2  10  16  14  13   6   8  11  10  13  14  14  15
  17  21  15   2  10  13  12  14   7   8  19  13  20  11  11  12  13  16
  12   2   9  10  11  12  11  16  18  20  26  15  15  15  18  22  16   3
  14  17  18  17   8   6  12   9  11   8   8   8   7   9   7   2   9  10
  13  10  12   8  17  17  16  14  16  15  14  19  13   2  13  13  15  14
  10   6  13  13  16  11  11   9  10  13   9   2  10  12  13  12  14   9
  16  15  18  17  17  16  17  22  17   3  14  18  22  19  11   8  14  15
  19  14  14  13  13  17  12   2  10  13  17  16   8  16  13  21  18  15
  17  17  15  20  15   3  13  15  16  17   3   7   6   9   8   7   8   9
   9  10   8   1   6   7   9  10   7  14  12  18  16  15  15  17  14  20
  15   2  15  13  20  18   6  10  11  16  13  14  14  16  14  19  13   2
  13  12  18  16   7  11  11  14  12  13  13  14  13  18  14   2  13  12
  16  16   8  10  15  15  11  13  12  12  14  18  13   2  13  13  14  15
   9  11  16  13   9  10  10   9  11  14   9   2  10  10  11  10   6   8
  11  11   9  11   9   9  10  13   9   2  10  11  16  14  11  12  16  15
  12  14  13  12  14  17  12   2  11  13  18  17   5   7  11   9   7   9
   8   8   9  11   8   1   8   9  16  14   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1]"
"[  1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1  19  18
  25  28  30  70  84  83  87  75  32   7  20  21  25  25  23  23  32  36
  37 104 108 110 114 102  42  10  26  25  32  32  28  26  39  43  43 115
 139 135 123 118  49  12  31  30  39  37  21  21  30  32  33  96  96  91
  89 103  41   9  24  23  30  29  21  21  30  32  33 112  79  78  79  85
  41   8  25  23  30  29   2   2   2   3   3   4   4   4   4   6   2   1
   3   2   3   2   3   3   4   4   4   4   5   5   5   6   4   1   6   7
  10   9   7   9  10  12  12  10   8   9   9  11   7   2  10  16  18  19
   6  10   9  11  10   9  10  11  11  12   6   1   7   9  12  12   3   6
   5   6   6   6   5   5   6   7   4   1   6   8  10   9   7  10  14  11
  15  14  14  15  20  21  12   2  10  15  15  17   4   6   7   6   7  11
   8  10  10  11  10   1  10  17  13  13   6   8  12  10  13  14  15  15
  17  21  15   2  11  13  13  14   6   8  19  14  20  12  12  10  12  16
  12   2   9  11  11  12  11  16  18  20  26  15  15  15  18  22  16   3
  16  17  18  17   7   6  10  12  11   8   8   8   7   9   7   1   9  10
  13  10  12   8  17  17  16  14  16  15  14  19  13   2  12  13  15  14
   9   6  13  13  16  11  11  10  10  13   9   2  10  12  13  12  13   9
  16  15  19  17  17  17  17  22  18   3  13  18  21  20  11   8  14  15
  19  14  14  13  13  17  12   2  10  13  17  16   8  16  13  21  18  15
  18  17  15  20  14   3  13  15  16  17   4   7   6   9   8   8   8   9
   8  10   7   1   6   7  10  10   7  14  12  18  16  15  15  17  15  20
  15   2  15  13  20  18   6  10  11  16  13  14  14  16  13  19  13   2
  13  12  18  16   6  10  11  14  12  14  14  14  13  18  14   2  12  12
  16  16   7  10  15  13  11  13  12  13  14  18  13   2  12  13  14  14
  10  11  16  12   9  10  10   9  11  14   9   2  10  10  11  10   6   8
  11  11   9  11  10   9  10  13   9   2  10  11  16  15   9  11  16  15
  12  14  13  12  14  17  12   2  12  13  18  16   5   7  10   9   7   9
  10   7   9  11   8   1   9   9  17  13   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1]"
